159489.63317	217431.19266	482799.17737	125514.68472	221940.92827	199600.7984	116822.42991	653594.77124
249376.5586	137634.4086	188079.82697	116474.76208	384615.38462	146842.87812	152905.19878	460829.49309
332225.91362	127064.80305	229628.08118	258921.12113	300300.3003	171821.30584	148588.4101	300300.3003
366300.3663	199600.7984	241655.04651	259740.25974	180180.18018	100300.90271	103199.17441	225733.63431
613496.93252	330033.0033	124190.12171	382585.54946	181818.18182	106496.27263	102040.81633	328947.36842
224719.10112	200000	142424.50491	337796.39319	211416.49049	132978.7234	116414.43539	446428.57143
854700.8547	249376.5586	187029.11406	341673.84414	173310.2253	101936.79918	112739.57159	360541.78843
218134.71503	258397.93282	1253460.869	368065.26164	222717.14922	138121.54696	110011.0011	121359.2233
287401.5748	210526.31579	174057.89563	353436.87157	200803.21285	123304.56227	102249.48875	182149.36248
390625	172413.7931	153704.23081	432959.67111	299401.1976	165562.91391	110011.0011	403225.80645
261780.10471	263852.24274	106509.84452	621118.01242	227272.72727	154798.76161	123304.56227	308641.97531
204918.03279	310559.00621	120541.27642	334448.16054	326797.38562	141843.97163	127226.4631	636942.67516
201606.4257	196463.65422	112785.27007	406504.06504	404858.2996	121654.50122	114025.08552	487804.87805
152207.00152	281250	495292.92148	740740.74074	222222.22222	141442.7157	128205.12821	485436.8932
137174.21125	118483.41232	172101.6236	552486.18785	205338.80903	111111.11111	118343.19527	518134.71503
108108.10811	99009.90099	273341.98613	172507.4886	265251.98939	100200.4008	115740.74074	609756.09756
195312.5	125470.51443	785379.98708	896840.62337	164473.68421	122399.02081	111856.82327	144300.1443
109649.12281	210084.03361	558158.01154	709219.85816	223214.28571	111358.57461	103519.66874	212765.95745
171821.30584	130039.0117	523948.43827	161228.00651	183823.52941	120336.94344	114678.89908	153139.35681
132978.7234	136425.64802	299712.60627	602409.63855	242718.4466	108932.46187	121506.68287	148588.4101
110497.23757	149700.5988	286398.89887	131133.26075	299401.1976	109409.19037	120481.92771	131752.30567
202020.20202	158730.15873	537634.4086	344827.58621	273224.04372	101936.79918	129533.67876	145985.40146
146627.56598	211864.40678	534759.35829	420168.06723	170068.02721	106269.92561	133868.80857	228832.95195
113895.2164	140646.97609	401606.4257	284900.2849	182149.36248	127551.02041	110741.97121	119331.74224
91743.11927	189035.91682	304878.04878	409836.06557	217864.92375	105820.10582	136986.30137	3356166.45243
96153.84615	198019.80198	182481.75182	189753.32068	243902.43902	102774.92292	107296.13734	108932.46187
80645.16129	158227.8481	256410.25641	305810.39755	194174.75728	139082.05841	126903.5533	172711.57168
99009.90099	176366.84303	335570.4698	361010.83032	149031.29657	205338.80903	127713.92082	106723.58591
196463.65422	252486.18785	166112.95681	299401.1976	239234.44976	140056.02241	253807.1066	163398.69281
195312.5	105820.10582	505050.50505	250626.56642	217391.30435	112612.61261	212765.95745	99009.90099

107.36315	169.52674	186.58248	100.002	113.21589	102.88465	152.86936	104.91523
105.19441	114.82938	106.17978	100.002	116.84239	103.83225	225.8581	153.06597
104.92413	148.64911	125.4525	155.97704	171.53405	126.57193	117.17005	137.80938
155.18624	161.10394	158.4058	145.43339	146.26898	128.43945	139.30941	187.21333
146.1645	108.16712	111.96328	123.92861	180.72009	154.96812	199.59424	159.26214
167.46447	119.03803	175.07616	173.94361	198.55333	145.82173	101.75713	190.5894
115.87255	139.75769	130.42559	100.002	107.51117	198.00399	157.80818	100.002
137.2674	143.93053	164.6973	132.55567	172.14115	147.22719	114.84738	253.3634
102.91097	131.89512	145.29043	128.74984	140.43712	113.29192	146.43059	100.002
170.042	122.76505	133.00033	125.32045	128.43945	161.6233	123.20287	120.002
163.19885	187.02975	100.002	248.42252	127.83567	253.89088	153.83441	157.60263
135.00957	187.65432	185.68164	128.90419	147.4053	170.37608	141.12554	120.59502
179.07103	143.01205	122.28589	125.46894	113.06332	148.40668	131.0159	226.66999
183.10677	117.43119	107.6892	112.65633	165.71704	128.5737	124.3535	138.74244
160.95566	130.55924	100.002	146.4236	143.64261	165.11473	174.7211	213.65695
109.00827	121.03725	148.78945	195.99109	199.68013	115.01262	173.3987	124.57878
143.1629	144.1733	102.82353	176.90859	129.01656	198.90998	128.65217	145.22641
148.05506	126.50602	107.33414	108.91585	154.9636	149.76207	124.67414	123.43196
184.44576	162.18609	100.002	170.43327	103.08655	150.65603	144.57909	103.94362
125.24056	119.29505	129.01969	100.65748	150.84279	189.46498	146.1618	100.002
102.58752	132.26752	187.00677	195.74835	329.0881	107.11586	125.32618	148.39594
147.75972	176.19381	148.24478	166.27039	121.44864	134.44593	182.40753	118.63775
198.32703	181.38825	136.13445	195.28817	133.56099	194.49498	151.20872	192.62012
164.4474	189.83131	134.73076	209.32764	184.36407	168.80695	124.40231	100.002
152.76534	191.66997	110.28885	159.36964	135.28919	114.06202	143.12492	169.37881
117.3913	123.32481	190.90294	184.60028	192.00492	106.55995	141.25515	104.0404
186.82002	146.61113	167.83592	233.59574	151.24317	153.00113	196.13066	238.36198
115.38112	133.72658	149.34348	115.68772	135.71086	156.38868	107.9468	248.7686
159.48816	119.38681	147.64588	115.61192	219.92437	161.34386	124.50675	226.70596
131.90614	118.23802	146.84377	108.29942	236.24192	821.01806	123.05296	135.56749
