0	9.44597E-7	0.1	0.00115	1	0.01558
0.1	0.00117	0.10018	0.00115	1.00083	0.01561
0.2	0.00236	0.10036	0.00115	1.00167	0.01564
0.3	0.00362	0.10054	0.00116	1.0025	0.01566
0.4	0.00494	0.10072	0.00116	1.00334	0.01569
0.5	0.00639	0.1009	0.00116	1.00418	0.01571
0.6	0.00793	0.10108	0.00116	1.00501	0.01574
0.7	0.00972	0.10126	0.00116	1.00585	0.01577
0.8	0.01203	0.10145	0.00117	1.00669	0.01579
0.9	0.01413	0.10163	0.00117	1.00753	0.01582
1	0.01658	0.10181	0.00117	1.00837	0.01584
1.1	0.01968	0.10199	0.00117	1.00921	0.01587
1.2	0.0223	0.10218	0.00118	1.01006	0.0159
1.3	0.02584	0.10236	0.00118	1.0109	0.01592
1.4	0.02918	0.10254	0.00118	1.01174	0.01595
1.5	0.03304	0.10273	0.00118	1.01258	0.01598
1.6	0.03706	0.10291	0.00118	1.01343	0.016
1.7	0.04264	0.1031	0.00119	1.01427	0.01603
1.8	0.0474	0.10328	0.00119	1.01512	0.01605
1.9	0.05419	0.10347	0.00119	1.01597	0.01608
2	0.06235	0.10365	0.00119	1.01681	0.01611
2.1	0.06968	0.10384	0.0012	1.01766	0.01613
2.2	0.07302	0.10402	0.0012	1.01851	0.01616
2.3	0.08351	0.10421	0.0012	1.01936	0.01619
		0.1044	0.0012	1.02021	0.01621
		0.10459	0.00121	1.02106	0.01624
		0.10477	0.00121	1.02191	0.01627
		0.10496	0.00121	1.02277	0.0163
		0.10515	0.00121	1.02362	0.01632
		0.10534	0.00121	1.02447	0.01635
		0.10553	0.00122	1.02533	0.01638
		0.10572	0.00122	1.02618	0.0164
		0.10591	0.00122	1.02704	0.01643
		0.1061	0.00122	1.0279	0.01646
		0.10629	0.00123	1.02875	0.01649
		0.10648	0.00123	1.02961	0.01651
		0.10667	0.00123	1.03047	0.01654
		0.10686	0.00123	1.03133	0.01657
		0.10705	0.00124	1.03219	0.01659
		0.10725	0.00124	1.03305	0.01662
		0.10744	0.00124	1.03391	0.01665
		0.10763	0.00124	1.03477	0.01668
		0.10782	0.00124	1.03564	0.0167
		0.10802	0.00125	1.0365	0.01673
		0.10821	0.00125	1.03737	0.01676
		0.10841	0.00125	1.03823	0.01679
		0.1086	0.00125	1.0391	0.01682
		0.1088	0.00126	1.03996	0.01684
		0.10899	0.00126	1.04083	0.01687
		0.10919	0.00126	1.0417	0.0169
		0.10938	0.00126	1.04257	0.01693
		0.10958	0.00127	1.04344	0.01696
		0.10978	0.00127	1.04431	0.01698
		0.10997	0.00127	1.04518	0.01701
		0.11017	0.00127	1.04605	0.01704
		0.11037	0.00128	1.04692	0.01707
		0.11057	0.00128	1.0478	0.0171
		0.11076	0.00128	1.04867	0.01712
		0.11096	0.00128	1.04955	0.01715
		0.11116	0.00129	1.05042	0.01718
		0.11136	0.00129	1.0513	0.01721
		0.11156	0.00129	1.05217	0.01724
		0.11176	0.00129	1.05305	0.01727
		0.11196	0.0013	1.05393	0.01729
		0.11216	0.0013	1.05481	0.01732
		0.11236	0.0013	1.05569	0.01735
		0.11257	0.0013	1.05657	0.01738
		0.11277	0.00131	1.05745	0.01741
		0.11297	0.00131	1.05833	0.01744
		0.11317	0.00131	1.05922	0.01747
		0.11338	0.00131	1.0601	0.0175
		0.11358	0.00132	1.06098	0.01753
		0.11378	0.00132	1.06187	0.01755
		0.11399	0.00132	1.06275	0.01758
		0.11419	0.00132	1.06364	0.01761
		0.1144	0.00133	1.06453	0.01764
		0.1146	0.00133	1.06542	0.01767
		0.11481	0.00133	1.0663	0.0177
		0.11502	0.00133	1.06719	0.01773
		0.11522	0.00134	1.06808	0.01776
		0.11543	0.00134	1.06897	0.01779
		0.11564	0.00134	1.06987	0.01782
		0.11584	0.00134	1.07076	0.01785
		0.11605	0.00135	1.07165	0.01788
		0.11626	0.00135	1.07255	0.01791
		0.11647	0.00135	1.07344	0.01794
		0.11668	0.00135	1.07434	0.01797
		0.11689	0.00136	1.07523	0.01799
		0.1171	0.00136	1.07613	0.01802
		0.11731	0.00136	1.07703	0.01805
		0.11752	0.00136	1.07792	0.01808
		0.11773	0.00137	1.07882	0.01811
		0.11794	0.00137	1.07972	0.01814
		0.11815	0.00137	1.08062	0.01817
		0.11836	0.00137	1.08152	0.0182
		0.11858	0.00138	1.08243	0.01823
		0.11879	0.00138	1.08333	0.01826
		0.119	0.00138	1.08423	0.01829
		0.11922	0.00139	1.08514	0.01833
		0.11943	0.00139	1.08604	0.01836
