e:\onedrive\实验\xps\0119xueq82813\0119xueq82813-merged-region.vms
Zn 2p/9
	Characteristic Energy eV	1486.69	Acquisition Time s	0.4488
KE_Zn 2p/9	BE_Zn 2p/9	CPS_Zn 2p/9	Zn 2p_1_Zn 2p/9	Zn 2p_2_Zn 2p/9	Background_Zn 2p/9	Envelope_Zn 2p/9	Normalised_Residual_Zn 2p/9	Residual_Zn 2p/9
463.792	1022.9	15055.7	14613.8	8850.55	8850.4	14614	-2.4118	-198.252
463.892	1022.8	16189.8	15885.1	8842.49	8842.34	15885.3	-1.60351	-136.684
463.992	1022.7	17486.6	17334.1	8833	8832.85	17334.3	-0.771778	-68.371
464.092	1022.6	18997.3	18944.2	8821.84	8821.7	18944.3	-0.257559	-23.7821
464.192	1022.5	20222.8	20683.1	8809.32	8809.18	20683.2	2.16906	206.643
464.292	1022.4	21720.1	22505	8795.15	8795.01	22505.1	3.56818	352.293
464.392	1022.3	23828	24346.3	8778.65	8778.51	24346.4	2.24998	232.675
464.492	1022.2	25450.1	26134.4	8760.34	8760.21	26134.6	2.87444	307.202
464.592	1022.1	27477.7	27785.1	8739.8	8739.66	27785.2	1.24272	138.003
464.692	1022	28502.7	29218.1	8718.1	8717.97	29218.2	2.83935	321.135
464.792	1021.9	30107	30354	8694.62	8694.49	30354.2	0.954499	110.952
464.892	1021.8	31348	31125	8669.75	8669.62	31125.1	-0.843529	-100.053
464.992	1021.7	31408.2	31489.8	8644.79	8644.67	31489.9	0.30891	36.6759
465.092	1021.6	31684.5	31420.6	8619.5	8619.38	31420.7	-0.99265	-118.371
465.192	1021.5	31334.7	30922.3	8594.57	8594.44	30922.4	-1.56012	-185.01
465.292	1021.4	30693	30026.1	8570.31	8570.18	30026.2	-2.54953	-299.23
465.392	1021.3	29848.5	28777.9	8546.95	8546.83	28778	-4.15103	-480.445
465.492	1021.2	27673.8	27252.6	8525.95	8525.83	27252.7	-1.69573	-188.981
465.592	1021.1	25628.3	25528.9	8507.18	8507.06	25529	-0.415694	-44.5821
465.692	1021	23587.3	23689.3	8490.62	8490.51	23689.4	0.445385	45.8249
465.792	1020.9	22074.4	21815.4	8475.71	8475.6	21815.5	-1.16743	-116.199
465.892	1020.8	19732.6	19979.4	8463.35	8463.24	19979.5	1.17741	110.802
465.992	1020.7	17580.2	18240.7	8453.34	8453.23	18240.9	3.33795	296.496
466.092	1020.6	15940.3	16641.5	8445.12	8445.01	16641.6	3.72107	314.733
466.192	1020.5	14527.6	15211.5	8438.45	8438.34	15211.6	3.80147	306.956
466.292	1020.4	13304.4	13963	8433.1	8433	13963.1	3.82581	295.629
466.392	1020.3	12219.3	12896.4	8428.95	8428.84	12896.5	4.10442	303.949
466.492	1020.2	11307.9	12006.1	8425.78	8425.68	12006.3	4.39937	313.407
466.592	1020.1	10996	11273.8	8422.96	8422.86	11273.9	1.77553	124.73
466.692	1020	10820	10681.5	8420.33	8420.23	10681.6	-0.891398	-62.1171
466.792	1019.9	10407.8	10209.8	8418.15	8418.05	10209.9	-1.29947	-88.8116
466.892	1019.8	10093.6	9837.31	8416.31	8416.21	9837.41	-1.70818	-114.969
466.992	1019.7	9812.83	9546.48	8414.77	8414.67	9546.58	-1.80066	-119.496
467.092	1019.6	9554.37	9320.49	8413.52	8413.42	9320.59	-1.60227	-104.921
467.192	1019.5	9516.49	9144.91	8412.31	8412.21	9145	-2.55111	-166.722
467.292	1019.4	9416.22	9008.99	8411.2	8411.11	9009.09	-2.81076	-182.721
467.392	1019.3	9171.12	8903.24	8410.37	8410.28	8903.33	-1.87332	-120.185
467.492	1019.2	9153.3	8820.33	8409.55	8409.46	8820.42	-2.33087	-149.394
467.592	1019.1	9050.8	8755.06	8408.85	8408.76	8755.15	-2.08191	-132.688
467.692	1019	9046.35	8702.94	8408.15	8408.06	8703.03	-2.41818	-154.082
467.792	1018.9	9088.68	8660.91	8407.4	8407.31	8661	-3.00538	-191.945
467.892	1018.8	9006.24	8626.77	8406.74	8406.65	8626.85	-2.67814	-170.268
467.992	1018.7	8992.87	8598.61	8406.1	8406.01	8598.69	-2.78464	-176.907
468.092	1018.6	8810.16	8575.34	8405.65	8405.56	8575.43	-1.67534	-105.346
468.192	1018.5	8774.51	8555.78	8405.24	8405.16	8555.87	-1.56366	-98.1254
468.292	1018.4	8696.52	8539.22	8404.92	8404.84	8539.3	-1.12944	-70.5605
468.392	1018.3	8910.43	8524.8	8404.37	8404.28	8524.89	-2.73621	-173.031
468.492	1018.2	8738.86	8512.48	8404	8403.92	8512.57	-1.6217	-101.56
468.592	1018.1	8605.17	8501.9	8403.78	8403.7	8501.98	-0.745215	-46.3114
468.692	1018	8694.3	8492.54	8403.46	8403.38	8492.63	-1.44895	-90.5099
468.792	1017.9	8620.77	8484.37	8403.22	8403.14	8484.45	-0.983539	-61.1774
468.892	1017.8	8700.98	8477.06	8402.89	8402.81	8477.14	-1.60764	-100.461
468.992	1017.7	8533.87	8470.72	8402.75	8402.67	8470.8	-0.457352	-28.3041
469.092	1017.6	8736.63	8464.85	8402.38	8402.3	8464.93	-1.94738	-121.941
469.192	1017.5	8571.75	8459.75	8402.19	8402.12	8459.83	-0.809835	-50.2294
469.292	1017.4	8622.99	8455.11	8401.95	8401.87	8455.18	-1.21066	-75.3145
469.392	1017.3	8422.46	8451.12	8401.92	8401.85	8451.2	0.209791	12.8983
469.492	1017.2	8380.12	8447.53	8401.9	8401.83	8447.61	0.493856	30.2867
469.592	1017.1	8253.12	8444.15	8401.74	8401.66	8444.22	1.40921	85.765
469.692	1017	8571.75	8611.3	8571.82	8571.75	8611.37	0	0
469.792	1016.9	8952.76	8989.66	8952.83	8952.76	8989.73	0	0
469.892	1016.8	8685.38	8719.86	8685.45	8685.38	8719.93	0	0
469.992	1016.7	8533.87	8566.13	8533.94	8533.87	8566.2	0	0
470.092	1016.6	8540.55	8570.79	8540.62	8540.55	8570.86	0	0
470.192	1016.5	8384.58	8412.96	8384.65	8384.58	8413.03	0	0
470.292	1016.4	8395.72	8422.39	8395.79	8395.72	8422.46	0	0
470.392	1016.3	8549.47	8574.56	8549.53	8549.47	8574.63	0	0
470.492	1016.2	8513.81	8537.46	8513.88	8513.81	8537.53	0	0
470.592	1016.1	8480.39	8502.7	8480.46	8480.39	8502.77	0	0
470.692	1016	8335.56	8356.63	8335.63	8335.56	8356.7	0	0
470.792	1015.9	8295.45	8315.38	8295.52	8295.45	8315.44	0	0
470.892	1015.8	8551.69	8570.55	8551.76	8551.69	8570.61	0	0
470.992	1015.7	8357.84	8375.71	8357.91	8357.84	8375.77	0	0
471.092	1015.6	8328.88	8345.82	8328.94	8328.88	8345.88	0	0
471.192	1015.5	8420.23	8436.32	8420.29	8420.23	8436.38	0	0
471.292	1015.4	8509.36	8524.64	8509.42	8509.36	8524.7	0	0
471.392	1015.3	8435.83	8450.36	8435.89	8435.83	8450.42	0	0
471.492	1015.2	8518.27	8532.1	8518.33	8518.27	8532.16	0	0
471.592	1015.1	8600.71	8614.28	8600.77	8600.71	8614.34	0	0
471.692	1015	8326.65	8339.53	8326.71	8326.65	8339.59	0	0
471.792	1014.9	8460.34	8472.54	8460.4	8460.34	8472.6	0	0
471.892	1014.8	8348.93	8360.45	8348.99	8348.93	8360.51	0	0
471.992	1014.7	8467.02	8478	8467.08	8467.02	8478.06	0	0
472.092	1014.6	8348.93	8359.51	8348.99	8348.93	8359.57	0	0
472.192	1014.5	8340.02	8350.2	8340.07	8340.02	8350.25	0	0
472.292	1014.4	8395.72	8405.5	8395.78	8395.72	8405.56	0	0
472.392	1014.3	8382.35	8391.73	8382.41	8382.35	8391.79	0	0
472.492	1014.2	8360.07	8369.05	8360.13	8360.07	8369.1	0	0
472.592	1014.1	8253.12	8261.7	8253.17	8253.12	8261.75	0	0
472.692	1014	8255.35	8263.52	8255.4	8255.35	8263.58	0	0
472.792	1013.9	8313.28	8321.06	8313.33	8313.28	8321.11	0	0
472.892	1013.8	8522.73	8530.23	8522.78	8522.73	8530.29	0	0
472.992	1013.7	8250.89	8258.15	8250.94	8250.89	8258.2	0	0
473.092	1013.6	8090.46	8097.47	8090.51	8090.46	8097.52	0	0
473.192	1013.5	8192.96	8199.71	8193.01	8192.96	8199.76	0	0
473.292	1013.4	8282.09	8288.59	8282.14	8282.09	8288.64	0	0
473.392	1013.3	8275.4	8281.65	8275.45	8275.4	8281.7	0	0
473.492	1013.2	8516.04	8522.04	8516.09	8516.04	8522.09	0	0
473.592	1013.1	8262.03	8267.78	8262.08	8262.03	8267.83	0	0
473.692	1013	8504.9	8510.42	8504.95	8504.9	8510.47	0	0
473.792	1012.9	8324.42	8329.77	8324.47	8324.42	8329.82	0	0
473.892	1012.8	8395.72	8400.91	8395.77	8395.72	8400.96	0	0
473.992	1012.7	8453.65	8458.68	8453.7	8453.65	8458.72	0	0
474.092	1012.6	8368.98	8373.84	8369.03	8368.98	8373.89	0	0
474.192	1012.5	8567.29	8571.98	8567.34	8567.29	8572.03	0	0
474.292	1012.4	8511.59	8516.11	8511.63	8511.59	8516.16	0	0
474.392	1012.3	8221.93	8226.29	8221.97	8221.93	8226.33	0	0
474.492	1012.2	8268.72	8272.91	8268.76	8268.72	8272.96	0	0
474.592	1012.1	8382.35	8386.42	8382.4	8382.35	8386.46	0	0
474.692	1012	8293.23	8297.18	8293.27	8293.23	8297.22	0	0
474.792	1011.9	8228.61	8232.45	8228.65	8228.61	8232.49	0	0
474.892	1011.8	8221.93	8225.65	8221.97	8221.93	8225.69	0	0
474.992	1011.7	8286.54	8290.15	8286.58	8286.54	8290.19	0	0
475.092	1011.6	8135.03	8138.52	8135.07	8135.03	8138.57	0	0
475.192	1011.5	8288.77	8292.15	8288.81	8288.77	8292.2	0	0
475.292	1011.4	8406.86	8410.13	8406.9	8406.86	8410.17	0	0
475.392	1011.3	8346.7	8349.86	8346.74	8346.7	8349.9	0	0
475.492	1011.2	8333.33	8336.41	8333.37	8333.33	8336.45	0	0
