1	465239.52	112.401
2	1601132.175	286.127
3	1253046.7125	270.564
4	1472151.2625	126.829
5	1642610.385	237.841
6	312330.4875	367.799
7	365927.7825	679.518
8	398799.315	147.742
9	465323.0625	113.095
10	467409.9825	3277.643
11	209345.4675	3387.799
12	343914.8625	128.18
13	1232634.9825	4518.374
14	389233.8675	2949.963
15	269704.665	65.668
16	344005.6275	110.411
17	799359.525	113.982
18	452907.2925	279.521
19	755563.095	1489.694
20	463661.595	12869.178
21	488345.85	803.321
22	389418.1425	5757.244
23	271219.1175	77.061
24	255767.2425	1422.874
25	217951.4925	61.033
26	293663.4975	55.889
27	286977.0825	118.632
28	257553.5625	4602.687
29	184528.08	87.192
30	143796.2175	52.925
31	162893.9025	145.261
32	175381.5375	47.754
33	193422.015	130.488
34	275748.435	7025.611
35	402102.72	64.116
36	237897.495	57.975
37	277814.835	55.905
38	253282.23	53.809
39	467085.9825	47.781
40	260920.17	58.744
41	188466.3675	60.294
42	265592.43	46.923
43	460998.675	57.911
44	666997.335	52.948
45	843497.3925	54.565
46	702574.065	57.971
47	711008.6175	46.676
48	1205350.3125	57.449
49	516265.2675	53.652
50	318136.86	57.472
51	232652.655	55.595
52	323126.1675	88.025
53	308068.5825	79.028
54	306321.7725	61.366
55	251418.195	64.607
56	225798.5925	70.202
57	278161.2675	123.431
58	354398.1975	64.39
59	235302.48	63.45
60	232034.445	61.015
61	234263.8575	56.348
62	197140.59	54.193
63	185628.9375	98.955
64	300785.1525	112.118
65	281526.615	99.655
66	258705.675	93.152
67	293154.255	104.127
68	269417.9025	60.943
69	249648.7275	63.205
70	262299.2625	71.765
71	227344.275	59.245
72	224712.2025	62.619
73	219064.2075	54.144
74	221387.58	112.844
75	215765.91	58.815
76	169570.5975	56.819
77	209656.8675	76.883
78	215869.2975	54.062
79	201550.14	59.521
80	234695.7675	60.402
81	237282.345	63.882
82	218475.585	110.861
83	311014.0575	105.273
84	309790.1925	56.426
85	459226.755	101.273
86	364875.93	61.088
87	451198.6875	58.493
88	361857.2175	90.519
89	282436.56	53.939
90	326638.125	78.207
91	308972.7675	61.334
92	279550.7775	77.672
93	493698.96	105.041
94	425668.23	53.62
95	363044.88	82.688
96	483091.1775	106.666
97	360373.5225	110.374
98	599988.2175	83.142
99	756820.8	63.15
100	550024.2	64.468
101	509471.1	84.902
102	347952.4425	60.07
103	476281.845	61.559
104	363603.78	96.66
105	253937.7675	58.565
106	251998.5825	47.508
107	253834.875	105.176
108	240304.1175	57.739
109	280452.2625	55.898
110	257206.23	54.217
111	278067.06	62.17
112	239181.03	71.553
113	316003.0275	77.869
114	235239.75	88.475
115	267210.54	66.541
116	246868.7625	60.902
117	306188.9775	57.227
118	237693.465	63.48
119	321241.41	74.135
120	215189.505	97.928
121	233683.5825	61.905
122	207758.2275	57.802
123	232994.16	123.89
124	188376.435	117.117
125	211012.785	64.867
126	166776.1425	54.275
127	183500.055	67.435
128	184295.0925	153.438
129	157209.4575	62.233
130	158708.925	101.367
131	180460.8225	74.75
132	160977.2175	61.227
133	151861.32	142.538
134	217243.4625	63.936
135	197141.085	61.337
136	173951.0325	94.436
137	189248.3325	56.807
138	187366.185	57.334
139	132249.0375	65.651
140	160730.64	77.933
141	158405.2425	69.921
142	142015.77	331.392
143	136220.8725	55.037
144	167101.2225	57.634
145	177540.255	61.946
146	151309.26	63.08
147	128894.4675	76.057
148	177961.68	58.433
149	178809.0525	92.443
150	143471.1825	66.371
151	175921.2225	103.297
152	178475.535	58.039
153	163350.2925	56.716
154	185853.96	83.846
155	225518.355	47.084
156	223663.86	94.28
157	213375.69	59.827
158	211952.07	95.578
159	255787.8075	63.837
160	252857.8125	128.75
161	262826.91	272.13
162	271926.45	66.384
163	259181.325	79.061
164	199206.8325	68.746
165	194755.8825	57.411
166	282684.4425	142.647
167	241951.14	74.438
168	242974.8225	84.816
169	249917.895	90.386
170	274143.78	62.784
171	286680.7575	87.344
172	301236.5025	65.053
173	303039.855	58.147
174	192383.2575	61.996
175	174794.6925	83.427
176	254803.635	61.243
177	227666.5425	75.44
178	281917.17	82.891
179	244801.62	79.992
180	235546.875	141.344
181	251203.1175	66.839
182	248244.39	250.557
183	211497.2775	71.186
184	186947.1	260.148
185	206427.3525	119.484
186	245584.1025	94.079
187	232105.545	196.834
188	221420.9475	69.726
189	213467.175	168.458
190	220771.26	72.653
191	193156.47	75.164
192	237285.8775	87.074
193	287701.4925	108.213
194	159706.2375	65.553
195	275732.0775	227.784
196	244845.3825	169.793
197	190789.0425	74.834
198	182091.78	150.408
199	158493.0825	68.909
200	161900.865	82.973
201	148244.9175	76.267
202	181748.34	60.168
203	143735.1525	73.008
204	177565.59	86.12
205	216743.0175	130.113
206	240337.98	62.868
207	208055.61	163.16
208	220196.9925	64.688
209	207692.235	75.043
210	209055.825	71.648
211	196828.4925	121.078
212	178710.5475	130.971
213	194171.535	77.94
214	237680.19	77.496
215	176837.3325	126.329
216	222136.6725	139.389
217	167637.7125	71.758
218	208498.3425	173.901
219	184970.115	88.146
220	177680.1825	93.509
221	223430.5125	140.586
222	253176.6375	73.989
223	235045.125	171.153
224	202563.63	79.677
225	214077.915	95.577
226	189814.9725	117.299
227	195802.3125	128.177
